device_id,date,city,lat,lon,elevation_m,category,temperature_C,rainfall_mm,metric_value
D0000,2024-01-01,Tokyo,35.70525837109636,139.67385302751055,3.2853676711039337,Urban,31.60931302761256,2.7348973019056864,51.8526917313543
D0000,2024-01-02,Tokyo,35.759213837139626,139.70843655534787,3.2853676711039337,Urban,29.58879545329596,0.0,53.52563821965315
D0000,2024-01-03,Tokyo,35.62160406980613,139.61600919591712,3.2853676711039337,Urban,31.33814236075846,6.404016459107248,48.82942343717842
D0000,2024-01-04,Tokyo,35.58289688137966,139.73765895660105,3.2853676711039337,Urban,31.594958877671974,0.0,48.907781885019055
D0000,2024-01-05,Tokyo,35.597422520756915,139.61937620138238,3.2853676711039337,Urban,32.13428071001806,0.0,48.29148097419059
D0000,2024-01-06,Tokyo,35.593819276980454,139.66551855698717,3.2853676711039337,Urban,30.500370327269263,1.8366680919543292,45.71604012391941
D0000,2024-01-07,Tokyo,35.604007507027774,139.65251349601246,3.2853676711039337,Urban,30.937445646009294,0.0,50.48122976146276
D0000,2024-01-08,Tokyo,35.627600342679656,139.6335649452078,3.2853676711039337,Urban,30.717293916418864,1.4360011888721056,56.175878585768125
D0000,2024-01-09,Tokyo,35.71492458091111,139.64293588325444,3.2853676711039337,Urban,30.28609041894081,5.900393757057588,52.321340639737066
D0000,2024-01-10,Tokyo,35.609313130722555,139.7476366519944,3.2853676711039337,Urban,32.112147796193696,0.0,53.51098327027008
D0000,2024-01-11,Tokyo,35.77237786692124,139.66190780974316,3.2853676711039337,Urban,30.554273376055217,6.544742654114496,49.54924935556672
D0000,2024-01-12,Tokyo,35.74838724701278,139.54937845053837,3.2853676711039337,Urban,31.81644099054107,1.2485539518534878,47.39160660315545
D0000,2024-01-13,Tokyo,35.52418956182599,139.55796350852546,3.2853676711039337,Urban,30.916431010210477,3.5903349387371435,49.46934346547148
D0000,2024-01-14,Tokyo,35.6330135932483,139.63997173737138,3.2853676711039337,Urban,33.142850386438326,0.0,48.17842339183765
D0000,2024-01-15,Tokyo,35.70023883123845,139.68194116529588,3.2853676711039337,Urban,32.054165357837846,0.3423518572709351,51.028086569544165
D0000,2024-01-16,Tokyo,35.69443926617,139.71765474292937,3.2853676711039337,Urban,31.80754727019702,0.9902346219103312,47.96695945834368
D0000,2024-01-17,Tokyo,35.68411518845358,139.66754827313775,3.2853676711039337,Urban,33.330425232483826,2.581703740446501,50.383794369378016
D0000,2024-01-18,Tokyo,35.60886236749195,139.60303960803316,3.2853676711039337,Urban,29.73752076913097,0.1889248149921713,49.09776903216384
D0000,2024-01-19,Tokyo,35.63552828244889,139.73891544928134,3.2853676711039337,Urban,32.2641401929056,5.948967877162098,47.24237704881916
D0000,2024-01-20,Tokyo,35.54530440573011,139.70096533588318,3.2853676711039337,Urban,30.76619950495216,0.0,46.1036607235842
